iter	Passed	Remaining
1754	3194	445
1755	3195	444
1756	3197	442
1757	3199	440
1758	3200	438
1759	3202	436
1760	3204	434
1761	3205	433
1762	3207	431
1763	3209	429
1764	3211	427
1765	3212	425
1766	3214	423
1767	3216	422
1768	3217	420
1769	3219	418
1770	3221	416
1771	3223	414
1772	3224	412
1773	3226	411
1774	3228	409
1775	3230	407
1776	3231	405
1777	3233	403
1778	3235	401
1779	3236	400
1780	3238	398
1781	3240	396
1782	3241	394
1783	3244	392
1784	3246	390
1785	3247	389
1786	3249	387
1787	3251	385
1788	3252	383
1789	3254	381
1790	3256	379
1791	3257	378
1792	3259	376
1793	3261	374
1794	3262	372
1795	3264	370
1796	3265	368
1797	3267	367
1798	3269	365
1799	3270	363
1800	3272	361
1801	3274	359
1802	3276	357
1803	3277	356
1804	3279	354
1805	3281	352
1806	3283	350
1807	3284	348
1808	3286	346
1809	3288	345
1810	3290	343
1811	3292	341
1812	3293	339
1813	3295	337
1814	3297	336
1815	3300	334
1816	3302	332
1817	3303	330
1818	3305	328
1819	3308	327
1820	3309	325
1821	3311	323
1822	3313	321
1823	3315	319
1824	3317	318
1825	3318	316
1826	3320	314
1827	3322	312
1828	3324	310
1829	3325	308
1830	3327	307
1831	3329	305
1832	3330	303
1833	3332	301
1834	3334	299
1835	3336	298
1836	3338	296
1837	3339	294
1838	3341	292
1839	3343	290
1840	3344	288
1841	3346	287
1842	3348	285
1843	3350	283
1844	3351	281
1845	3353	279
1846	3355	277
1847	3358	276
1848	3359	274
1849	3361	272
1850	3363	270
1851	3365	268
1852	3367	267
1853	3368	265
1854	3370	263
1855	3372	261
1856	3374	259
1857	3375	258
1858	3377	256
1859	3379	254
1860	3380	252
1861	3382	250
1862	3384	248
1863	3385	247
1864	3387	245
1865	3389	243
1866	3391	241
1867	3392	239
1868	3394	237
1869	3396	236
1870	3397	234
1871	3399	232
1872	3401	230
1873	3403	228
1874	3404	226
1875	3406	225
1876	3408	223
1877	3409	221
1878	3411	219
1879	3413	217
1880	3415	216
1881	3416	214
1882	3418	212
1883	3420	210
1884	3422	208
1885	3423	206
1886	3425	205
1887	3427	203
1888	3430	201
1889	3432	199
1890	3434	197
1891	3436	196
1892	3439	194
1893	3442	192
1894	3444	190
1895	3446	189
1896	3448	187
1897	3450	185
1898	3452	183
1899	3455	181
1900	3457	180
1901	3458	178
1902	3460	176
1903	3462	174
1904	3464	172
1905	3466	170
1906	3468	169
1907	3470	167
1908	3471	165
1909	3473	163
1910	3475	161
1911	3477	160
1912	3479	158
1913	3481	156
1914	3483	154
1915	3484	152
1916	3486	150
1917	3488	149
1918	3490	147
1919	3492	145
1920	3493	143
1921	3495	141
1922	3497	140
1923	3498	138
1924	3500	136
1925	3502	134
1926	3504	132
1927	3505	130
1928	3507	129
1929	3509	127
1930	3510	125
1931	3512	123
1932	3514	121
1933	3516	120
1934	3518	118
1935	3520	116
1936	3521	114
1937	3523	112
1938	3524	110
1939	3525	109
1940	3527	107
1941	3529	105
1942	3531	103
1943	3532	101
1944	3534	99
1945	3536	98
1946	3537	96
1947	3539	94
1948	3541	92
1949	3542	90
1950	3544	89
1951	3546	87
1952	3548	85
1953	3550	83
1954	3552	81
1955	3553	79
1956	3555	78
1957	3556	76
1958	3558	74
1959	3560	72
1960	3562	70
1961	3563	69
1962	3565	67
1963	3567	65
1964	3569	63
1965	3571	61
1966	3573	59
1967	3574	58
1968	3576	56
1969	3577	54
1970	3579	52
1971	3581	50
1972	3583	49
1973	3585	47
1974	3587	45
1975	3588	43
1976	3590	41
1977	3592	39
1978	3593	38
1979	3595	36
1980	3597	34
1981	3599	32
1982	3601	30
1983	3603	29
1984	3605	27
1985	3606	25
1986	3608	23
1987	3610	21
1988	3612	19
1989	3614	18
1990	3615	16
1991	3617	14
1992	3619	12
1993	3620	10
1994	3622	9
1995	3624	7
1996	3626	5
1997	3627	3
1998	3629	1
1999	3631	0
