iter	RMSE
1515	0.2372816145
1516	0.2372477583
1517	0.2372171481
1518	0.2371935917
1519	0.2371782566
1520	0.2371057409
1521	0.2370890887
1522	0.2370810254
1523	0.2370571999
1524	0.2370248188
1525	0.2370027012
1526	0.2369633284
1527	0.2369333368
1528	0.2369248872
1529	0.2369022978
1530	0.2368653043
1531	0.2368566547
1532	0.2368175752
1533	0.2367976936
1534	0.2367341909
1535	0.2366763844
1536	0.2366461487
1537	0.2365911282
1538	0.2365353445
1539	0.2365242616
1540	0.2365238418
1541	0.2364820452
1542	0.2364636517
1543	0.2364276418
1544	0.2363456451
1545	0.2363134584
1546	0.2362711593
1547	0.2362387297
1548	0.2361746782
1549	0.2361574568
1550	0.2361485526
1551	0.236070199
1552	0.2360470593
1553	0.2360261136
1554	0.2359950418
1555	0.2359835399
1556	0.2359317105
1557	0.2359283922
1558	0.2358899459
1559	0.2358308849
1560	0.2357788459
1561	0.2357518119
1562	0.2357072318
1563	0.2356594839
1564	0.2356241419
1565	0.2356032279
1566	0.2355602892
1567	0.2355357683
1568	0.2354959477
1569	0.2354516346
1570	0.2353732667
1571	0.2353430012
1572	0.2353253262
1573	0.2352911113
1574	0.2352705292
1575	0.235212869
1576	0.2351859827
1577	0.2351601337
1578	0.235119407
1579	0.2350536469
1580	0.2350432252
1581	0.2350355837
1582	0.2350177513
1583	0.2349726694
1584	0.2349373595
1585	0.2349027131
1586	0.2348411718
1587	0.2348027558
1588	0.2347780677
1589	0.2347533876
1590	0.234744292
1591	0.234734345
1592	0.2347006606
1593	0.234695817
1594	0.2346466339
1595	0.2346202437
1596	0.2345810518
1597	0.2345173194
1598	0.2344773897
1599	0.2344347579
1600	0.2344085898
1601	0.2343665411
1602	0.23430394
1603	0.2342248647
1604	0.2341880861
1605	0.2341461605
1606	0.2341152964
1607	0.2340981847
1608	0.2340746644
1609	0.2340734554
1610	0.234028034
1611	0.2339786488
1612	0.2339562782
1613	0.2339319304
1614	0.233893239
1615	0.2338641652
1616	0.2338170407
1617	0.2337566219
1618	0.2337299596
1619	0.2337106287
1620	0.2336729402
1621	0.2336426927
1622	0.2335938485
1623	0.2335600204
1624	0.2335307205
1625	0.2334981
1626	0.2334935987
1627	0.2334709401
1628	0.2334181037
1629	0.233361003
1630	0.2333113901
1631	0.2332708267
1632	0.2332526441
1633	0.2332100862
1634	0.2331753308
1635	0.233153211
1636	0.2331198702
1637	0.2330680288
1638	0.233049257
1639	0.2330240519
1640	0.2329888882
1641	0.2329620638
1642	0.232926503
1643	0.2328857485
1644	0.2328426182
1645	0.2328183109
1646	0.2327664449
1647	0.2327246176
1648	0.2326643812
1649	0.2326422907
1650	0.2325736258
1651	0.2325364112
1652	0.2325173625
1653	0.2324796637
1654	0.232460817
1655	0.2324326114
1656	0.2324145785
1657	0.232374784
1658	0.2323254394
1659	0.2323047924
1660	0.2322559809
1661	0.2322198685
1662	0.2321872067
1663	0.2321724129
1664	0.2321529637
1665	0.2320950998
1666	0.2320586554
1667	0.2320350588
1668	0.232012078
1669	0.2320013434
1670	0.2319920581
1671	0.2319507941
1672	0.2319344129
1673	0.2318808617
1674	0.2318650171
1675	0.2318455656
1676	0.2318098538
1677	0.231785904
1678	0.2317488025
1679	0.231697275
1680	0.2316572416
1681	0.2316206667
1682	0.2315862278
1683	0.2315410701
1684	0.2315074465
1685	0.231458579
1686	0.2314382796
1687	0.2313796441
1688	0.2313514981
1689	0.2313330985
1690	0.2313061316
1691	0.2312777759
1692	0.2312698699
1693	0.2312458648
1694	0.2312404983
1695	0.2312303164
1696	0.2312226373
1697	0.2311716614
1698	0.2311406587
1699	0.2311303399
1700	0.2310774143
1701	0.231063949
1702	0.2310403947
1703	0.230973416
1704	0.2309356154
1705	0.2309129223
1706	0.2309094603
1707	0.2308651121
1708	0.2308204644
1709	0.230797001
1710	0.230787273
1711	0.230760472
1712	0.2307540197
1713	0.2307095071
1714	0.2306847528
1715	0.2306567165
1716	0.230623496
1717	0.230603448
1718	0.2305746093
1719	0.230556962
1720	0.2305137563
1721	0.2304604137
1722	0.2304513831
1723	0.2304239056
1724	0.2304056356
1725	0.2303844373
1726	0.2303616979
1727	0.230347962
1728	0.2303428507
1729	0.2303183642
1730	0.2302620551
1731	0.2302094367
1732	0.2301927375
1733	0.2301479918
1734	0.2301028751
1735	0.2300768076
1736	0.2300737914
1737	0.2300317605
1738	0.2300116971
1739	0.2299691088
1740	0.229922095
1741	0.2298821667
1742	0.2298784657
1743	0.229830067
1744	0.2297919394
1745	0.2297564664
1746	0.2297349
1747	0.2296827875
1748	0.2296567171
1749	0.2296140522
1750	0.2295753765
1751	0.229552132
1752	0.2295294537
1753	0.2295285503
1754	0.2294951431
1755	0.2294913167
1756	0.2294422039
1757	0.2294342202
1758	0.229429889
1759	0.2294153878
1760	0.2293704002
1761	0.2293288852
1762	0.2293077447
1763	0.2292581075
1764	0.2292566326
1765	0.2292551009
1766	0.2292483486
1767	0.2292217448
1768	0.2291665034
1769	0.2291330906
1770	0.2290962489
1771	0.2290601001
1772	0.2290436874
1773	0.2290169578
1774	0.2289966192
1775	0.2289965024
1776	0.2289897911
1777	0.2289661788
1778	0.2289296125
1779	0.2289094245
1780	0.2288622938
1781	0.2288260552
1782	0.2287917277
1783	0.2287629667
1784	0.2287456361
1785	0.2287242103
1786	0.22869196
1787	0.2286762641
1788	0.2286615042
1789	0.2286465431
1790	0.2286202612
1791	0.2285980062
1792	0.2285756793
1793	0.2285584323
1794	0.2285558065
1795	0.2285152043
1796	0.2284983522
1797	0.2284798783
1798	0.2284391638
1799	0.228427807
1800	0.2283943752
1801	0.2283373881
1802	0.2282925961
1803	0.2282744347
1804	0.2282684056
1805	0.2282302885
1806	0.2282033423
1807	0.2281836429
1808	0.2281475908
1809	0.2281146072
1810	0.2280836287
1811	0.2280618341
1812	0.2280172849
1813	0.2279857249
1814	0.2279810775
1815	0.2279546256
1816	0.227929087
1817	0.2279079484
1818	0.2278815881
1819	0.2278394368
1820	0.2278377769
1821	0.2277932653
1822	0.2277484357
1823	0.22768462
1824	0.2276631704
1825	0.2276325192
1826	0.2275914488
1827	0.2275742266
1828	0.2275314073
1829	0.2274773747
1830	0.2274234182
1831	0.2274053024
1832	0.2273651782
1833	0.2273221488
1834	0.2272978595
1835	0.2272577315
1836	0.2272408279
1837	0.2271729831
1838	0.2271587728
1839	0.2271291028
1840	0.2271035875
1841	0.2270379225
1842	0.2270192344
1843	0.2269825822
1844	0.2269352686
1845	0.2268966843
1846	0.2268360683
1847	0.2268348586
1848	0.2267994496
1849	0.2267919306
1850	0.2267847548
1851	0.2267717524
1852	0.226744779
1853	0.2267119179
1854	0.226696783
1855	0.2266566841
1856	0.2266292959
1857	0.2265872822
1858	0.2265780216
1859	0.2265484385
1860	0.226535649
1861	0.2265017331
1862	0.2265012127
1863	0.226475368
1864	0.2264549428
1865	0.2264314704
1866	0.226412065
1867	0.2263884157
1868	0.2263750367
1869	0.2263590548
1870	0.2263159936
1871	0.2262992385
1872	0.2262676138
1873	0.2262484637
1874	0.2262242215
1875	0.2262064637
1876	0.2261562608
1877	0.2261444552
1878	0.2261047034
1879	0.2260896812
1880	0.2260879665
1881	0.2260842677
1882	0.2260358745
1883	0.2260252485
1884	0.2260056787
1885	0.2259714811
1886	0.2259495509
1887	0.2259249344
1888	0.2258995366
1889	0.2258660059
1890	0.2258477421
1891	0.2258208115
1892	0.2257735653
1893	0.2257454778
1894	0.2257320112
1895	0.2257053508
1896	0.2256926968
1897	0.2256506138
1898	0.2256346147
1899	0.2256265385
1900	0.2256079658
1901	0.225560473
1902	0.2255306715
1903	0.2255205075
1904	0.2254915371
1905	0.2254341746
1906	0.2254137025
1907	0.2253941192
1908	0.2253763381
1909	0.2253238837
1910	0.2252838195
1911	0.2252719636
1912	0.2252444685
1913	0.22523429
1914	0.2251988918
1915	0.2251756779
1916	0.2251343205
1917	0.2250956704
1918	0.2250686493
1919	0.2250378424
1920	0.2249983428
1921	0.224974791
1922	0.2249537348
1923	0.2249529175
1924	0.2249210919
1925	0.2248918085
1926	0.2248844946
1927	0.2248460247
1928	0.2248265781
1929	0.2247852282
1930	0.2247675496
1931	0.2247439427
1932	0.2247136197
1933	0.2246915213
1934	0.2246624268
1935	0.2246302906
1936	0.2245987577
1937	0.2245779996
1938	0.2245779505
1939	0.224562146
1940	0.2245453666
1941	0.2245092008
1942	0.2244379777
1943	0.2244085998
1944	0.22438426
1945	0.2243288721
1946	0.2243051262
1947	0.2242922552
1948	0.2242647666
1949	0.2242430438
1950	0.2242023779
1951	0.2241547664
1952	0.2241144528
1953	0.2240645624
1954	0.2240116462
1955	0.2239709977
1956	0.2239411956
1957	0.2239354371
1958	0.2239120648
1959	0.2238887732
1960	0.2238498614
1961	0.223822413
1962	0.2237956268
1963	0.2237780339
1964	0.2237465032
1965	0.2237249591
1966	0.2237108443
1967	0.223662454
1968	0.2236108045
1969	0.2236028106
1970	0.223578777
1971	0.2235597639
1972	0.2235477289
1973	0.2235165315
1974	0.2234931243
1975	0.2234552444
1976	0.2234388495
1977	0.2234195313
1978	0.2234139902
1979	0.2234091104
1980	0.2233704426
1981	0.2233369845
1982	0.2233157003
1983	0.223276573
1984	0.2232501665
1985	0.2232044658
1986	0.2231623063
1987	0.223105192
1988	0.2230662218
1989	0.2230419792
1990	0.2230374101
1991	0.2230017696
1992	0.2229776499
1993	0.2229594656
1994	0.2229297704
1995	0.2229209582
1996	0.2228933191
1997	0.2228670212
1998	0.2228405284
1999	0.2227973722
