iter	RMSE
120	0.3149197304
121	0.3147192894
122	0.3143298927
123	0.3141827186
124	0.314084599
125	0.3138427675
126	0.3136265221
127	0.3134947565
128	0.31332016
129	0.312985466
130	0.3126528561
131	0.312396235
132	0.3122169065
133	0.3119839199
134	0.3118172227
135	0.3115768547
136	0.3113472188
137	0.3112656572
138	0.3110031715
139	0.3106843774
140	0.3104140846
141	0.31032079
142	0.3101371387
143	0.3099557464
144	0.3098576628
145	0.3096982507
146	0.3095300607
147	0.3094595233
148	0.3092758834
149	0.3090277065
150	0.3089453035
151	0.3087604896
152	0.3086240248
153	0.3083207669
154	0.3080965212
155	0.3079594423
156	0.3078672268
157	0.3076727254
158	0.3075160071
159	0.3075093353
160	0.3073135025
161	0.3071973329
162	0.3070874117
163	0.3069704879
164	0.3069653301
165	0.3069606628
166	0.3068975448
167	0.3068925539
168	0.3067519811
169	0.306613466
170	0.3064999241
171	0.30649134
172	0.3064462206
173	0.3063144699
174	0.3061188448
175	0.3060082133
176	0.3059238572
177	0.305659719
178	0.3056552395
179	0.3056487187
180	0.3056343029
181	0.3056022585
182	0.3052339777
183	0.3050048565
184	0.3049097813
185	0.3048993552
186	0.3048930814
187	0.3048888388
188	0.3048852613
189	0.304859299
190	0.3048536164
191	0.3046721357
192	0.3045454358
193	0.3045398818
194	0.3045332049
195	0.3043695624
196	0.3042782323
197	0.3040862224
198	0.3040823855
199	0.3040183803
200	0.303874227
201	0.3038707401
202	0.303750958
203	0.3037475227
204	0.3037440236
205	0.3037359362
206	0.3037297983
207	0.3037222812
208	0.3037171957
209	0.3033898088
210	0.3031540897
211	0.3031508525
212	0.3031441087
213	0.3031326198
214	0.3031295447
215	0.3031260374
216	0.3031111325
217	0.3031083069
218	0.3030174585
219	0.3030114075
220	0.3030084415
221	0.3030024408
222	0.3029985814
223	0.302992699
224	0.3029869002
225	0.302934099
226	0.3029309413
227	0.3029279381
228	0.3029181453
229	0.3029156112
230	0.3027680416
231	0.3027653285
232	0.3027607962
233	0.3026518925
234	0.3025510627
235	0.3025445701
236	0.3025419459
237	0.3025360467
238	0.3025333041
239	0.3024979805
240	0.3024912653
241	0.3024883277
242	0.3024633634
243	0.3024609191
244	0.3024523733
245	0.3024374454
246	0.3023458411
247	0.302143783
248	0.3021338067
249	0.3021254095
250	0.3021218214
251	0.3021176033
252	0.3021148565
253	0.3019503648
254	0.3019475506
255	0.3019242775
256	0.3018438353
257	0.3018390094
258	0.3018235089
259	0.3018208487
260	0.301791075
261	0.3017382497
262	0.3015951133
263	0.3015282223
264	0.3014181278
265	0.3014168178
266	0.301411115
267	0.3014055301
268	0.3013913845
269	0.3012101569
270	0.3012057133
271	0.3012037574
272	0.301152305
273	0.3010547794
274	0.3009444825
275	0.3009420437
276	0.3009350678
277	0.3007504062
278	0.3007477008
279	0.3005907832
280	0.3005414836
281	0.300372475
282	0.300371457
283	0.3003690343
284	0.3003230808
285	0.3003184101
286	0.3003160398
287	0.3002612991
288	0.30014559
289	0.3001437958
290	0.2999843554
291	0.2999819784
292	0.299979647
293	0.299948023
294	0.2999467418
295	0.2997342659
296	0.2996513603
297	0.2996500781
298	0.2996482271
299	0.2996157319
300	0.2994606112
301	0.2993170498
302	0.2993137027
303	0.2993115266
304	0.2993093997
305	0.299122529
306	0.2991213075
307	0.2989823111
308	0.2989801243
309	0.298979096
310	0.2987838837
311	0.2987174276
312	0.2987164387
313	0.2987147876
314	0.2985877226
315	0.2985856484
316	0.2985524982
317	0.298550867
318	0.2985401582
319	0.2985392088
320	0.2984331286
321	0.2983008788
322	0.2982494547
323	0.2982483246
324	0.2982471987
325	0.2982452881
326	0.2981885094
327	0.2981874036
328	0.2981853458
329	0.2981069449
330	0.2979495645
331	0.297948626
332	0.2979468136
333	0.2977580473
334	0.2977569563
335	0.2977551294
336	0.2976136596
337	0.2976126024
338	0.2976109197
339	0.2975003347
340	0.2973756646
341	0.2973746242
342	0.2972401682
343	0.2972393187
344	0.2972382935
345	0.2971146479
346	0.296965758
347	0.2968445974
348	0.2968437816
349	0.296842766
350	0.2968419365
351	0.2968401088
352	0.2967237607
353	0.2965935671
354	0.2964289241
355	0.2964272255
356	0.2964259099
357	0.2963293501
358	0.2961921904
359	0.2960658506
360	0.2959917228
361	0.2958441078
362	0.2958431566
363	0.2958415114
364	0.295839912
365	0.2957396141
366	0.2957259089
367	0.2957242872
368	0.2956295764
369	0.2955154427
370	0.2955139401
371	0.2955123781
372	0.2952932633
373	0.2951106574
374	0.2951092698
375	0.295108365
376	0.2951072238
377	0.2949985877
378	0.2948899068
379	0.2948887788
380	0.2946915623
381	0.294690447
382	0.2946868378
383	0.2946056119
384	0.2944737489
385	0.294409296
386	0.2943136617
387	0.294312253
388	0.2941999334
389	0.294198555
390	0.2941952114
391	0.2940966068
392	0.2939754233
393	0.2939740762
394	0.2938094587
395	0.2938061875
396	0.2936962029
397	0.2936949669
398	0.2936939633
399	0.2935927691
400	0.2934832433
401	0.293388996
402	0.2933099338
403	0.2932279335
404	0.2932268291
405	0.2932151813
406	0.2931250911
407	0.2931239471
408	0.2931228308
409	0.2931181498
410	0.2930019134
411	0.2928715377
412	0.2928000763
413	0.2927988684
414	0.2927983015
415	0.2927971096
416	0.2927684848
417	0.2927674331
418	0.2927664038
419	0.2926877209
420	0.2926120129
421	0.2926111727
422	0.2925064512
423	0.2924814992
424	0.2923136388
425	0.2921795605
426	0.2921091149
427	0.292020008
428	0.2920190459
429	0.2918885077
430	0.2918588249
431	0.2917178894
432	0.2916205896
433	0.2915620838
434	0.2914719326
435	0.2913970804
436	0.291268804
437	0.2911975783
438	0.2911225279
439	0.2910544818
440	0.2909683245
441	0.2909331762
442	0.2907649637
443	0.2906691187
444	0.2905363042
445	0.2904164272
446	0.2903221214
447	0.2902096571
448	0.2900081002
449	0.2899230505
450	0.2898062195
451	0.2896735261
452	0.2896145874
453	0.2895497031
454	0.2894850741
455	0.289385016
456	0.2892224251
457	0.2891656677
458	0.2891040121
459	0.2890078535
460	0.2888952935
461	0.2888342511
462	0.2887141401
463	0.288644069
464	0.2886168392
465	0.2885197963
466	0.2884457116
467	0.2884185403
468	0.2882920412
469	0.2882914443
470	0.2882670033
471	0.2881449609
472	0.2880940566
473	0.288039912
474	0.2879724074
475	0.2879293553
476	0.287843859
477	0.287787818
478	0.2877539576
479	0.2876930231
480	0.2875704758
481	0.2874263443
482	0.2872607534
483	0.2871976263
484	0.287058065
485	0.2870178469
486	0.2869543962
487	0.2868428127
488	0.286776242
489	0.2866411567
490	0.286553753
491	0.2864714852
492	0.2863236389
493	0.286212395
494	0.2861116883
495	0.2860262904
496	0.2859583813
497	0.2858723049
498	0.285806413
499	0.2858033079
500	0.285750685
501	0.2856945997
502	0.2856911667
503	0.2856166413
504	0.285554376
505	0.2854719686
506	0.2853307034
507	0.285209547
508	0.2850873656
509	0.2849641617
510	0.2848854238
511	0.2847833055
512	0.2846940409
513	0.2845784169
514	0.2845747905
515	0.2844394077
516	0.2844026067
517	0.2843775676
518	0.2843506007
519	0.2842633593
520	0.2841817655
521	0.2840942798
522	0.283995346
523	0.2839117388
524	0.2838032295
525	0.2837576779
526	0.2837436824
527	0.2835560135
528	0.2835502638
529	0.2834235048
530	0.2833421873
531	0.2833389437
532	0.2832545815
533	0.2832541468
534	0.2831948412
535	0.2830837904
536	0.2829850198
537	0.282908485
538	0.2829051742
539	0.2827870485
540	0.2826812462
541	0.2826163679
542	0.2826131058
543	0.2825651945
544	0.2825166463
545	0.2824408365
546	0.2824184824
547	0.2822657578
548	0.2821630991
549	0.2820599792
550	0.2819736598
551	0.2819179241
552	0.2818070308
553	0.281801202
554	0.2817998033
555	0.2817661333
556	0.2816401891
557	0.2815426291
558	0.2814512973
559	0.2813984454
560	0.2813592234
561	0.281330689
562	0.2811715881
563	0.2811045259
564	0.280991414
565	0.2808962107
566	0.2808948734
567	0.2808503342
568	0.2807692813
569	0.280667204
570	0.2805386858
571	0.2804761275
572	0.2804210606
573	0.2802952893
574	0.2801379218
575	0.2800354178
576	0.2799844918
577	0.2799076125
578	0.2798584202
579	0.2798348454
580	0.2797446611
581	0.279704908
582	0.2795983504
583	0.2795282994
584	0.2793919837
585	0.2793188713
586	0.2792763678
587	0.2791926774
588	0.2791289826
589	0.2790275487
590	0.2788505361
591	0.2787713234
592	0.2787218822
593	0.2785438787
594	0.2784828831
595	0.2783880872
596	0.2782553178
597	0.2782047838
598	0.2781596246
599	0.2780932711
600	0.2780226481
601	0.278004953
602	0.2778255175
603	0.2777468364
604	0.2777109042
605	0.2777093845
606	0.2776043381
607	0.277534706
608	0.2774873925
609	0.2774646706
610	0.2774310384
611	0.277358861
612	0.2773555233
613	0.2772866851
614	0.2772762495
615	0.2772265911
616	0.2771693595
617	0.2770725834
618	0.2769874927
619	0.2769160949
620	0.276816068
621	0.276735554
622	0.2766516828
623	0.2766236227
624	0.2765986088
625	0.2764102212
626	0.2764099689
627	0.2763302447
628	0.2762648848
629	0.2762463523
630	0.2761657048
631	0.276076878
632	0.2760458216
633	0.2759648035
634	0.2758359377
635	0.2757716219
636	0.2757411443
637	0.2756857088
638	0.2756095965
639	0.2756006777
640	0.2755692179
641	0.2755571158
642	0.2754239512
643	0.2753382317
644	0.2753020618
645	0.2752965543
646	0.275200828
647	0.2751492073
648	0.2750500116
649	0.2750111377
650	0.2749780447
651	0.2749414913
652	0.2748294573
653	0.2748033609
654	0.2747119091
655	0.2746974673
656	0.2746257851
657	0.2745607683
658	0.2745310724
659	0.2744405428
660	0.2743421015
661	0.2742365738
662	0.2742175213
663	0.2741939686
664	0.2741351649
665	0.2740907777
666	0.2740029992
667	0.2739441375
668	0.2738957246
669	0.2738058861
670	0.2737046309
671	0.2736239006
672	0.2736236744
673	0.273573111
674	0.2734751788
675	0.2734478462
676	0.2734043275
677	0.2733430997
678	0.2732166278
679	0.2731993322
680	0.2731523905
681	0.273145729
682	0.2731375522
683	0.2730665502
684	0.2730206918
685	0.2729947988
686	0.2729682875
687	0.272895997
688	0.2728098649
689	0.2727666853
690	0.2726940462
691	0.2726522409
692	0.2726464048
693	0.2726354511
694	0.2725068964
695	0.2725065533
696	0.2724589522
697	0.2724068923
698	0.272406131
699	0.2724037775
700	0.2723994887
701	0.2723729656
702	0.2723124181
703	0.2722314725
704	0.2720830892
705	0.2719010847
706	0.2718724137
707	0.2718071607
708	0.2717368318
709	0.2717349934
710	0.2716918156
711	0.2716429073
712	0.2715846307
713	0.2714512328
714	0.271401989
715	0.2713848223
716	0.271372755
717	0.2713097934
718	0.2712830835
719	0.2712727427
720	0.2712269463
721	0.2712201084
722	0.2711858676
723	0.2710528797
724	0.2710338288
725	0.2710335083
726	0.2709530423
727	0.2709246656
728	0.2709002232
729	0.2708963894
730	0.2708205111
731	0.2707739775
732	0.2707143161
733	0.2706390731
734	0.2704983013
735	0.2704681255
736	0.270318045
737	0.2702551489
738	0.2702224269
739	0.2701720997
740	0.2701525414
741	0.2700994473
742	0.2699933051
743	0.2699393118
744	0.2699355255
745	0.2698987873
746	0.2698811517
747	0.2697986267
748	0.2697478855
749	0.2697426443
750	0.2696796879
751	0.2696133595
752	0.2695663133
753	0.2694998624
754	0.2693820994
755	0.2693769122
756	0.269324152
757	0.2693032338
758	0.2692301267
759	0.2691623197
760	0.2691244963
761	0.2690736871
762	0.269001003
763	0.2689107352
764	0.2688986071
765	0.2687850042
766	0.2687308052
767	0.2686042585
768	0.2685666668
769	0.2685421833
770	0.2685002081
771	0.2684166478
772	0.268356425
773	0.2682659093
774	0.2682218052
775	0.2681728994
776	0.268153991
777	0.2680491222
778	0.2680028778
779	0.267835417
780	0.2677868335
781	0.267652607
782	0.267619042
783	0.2675559563
784	0.267541663
785	0.2675194202
786	0.267431866
787	0.2673461942
788	0.267336448
789	0.2672689245
790	0.2672125223
791	0.2671744122
792	0.2671426675
793	0.2671216694
794	0.2670432543
795	0.2669585308
796	0.26686708
797	0.2667857854
798	0.2667091686
799	0.2666479957
800	0.2666215184
801	0.266520933
802	0.2664634013
803	0.2664190481
804	0.2663382578
805	0.2662839946
806	0.2662648508
807	0.2662214171
808	0.266121883
809	0.2660326289
810	0.2659991877
811	0.2659431625
812	0.2658629894
813	0.2658609579
814	0.2657652818
815	0.2657171798
816	0.2656132315
817	0.265590927
818	0.2655779514
819	0.2655435707
820	0.2654977396
821	0.2654639517
822	0.2654163799
823	0.2653758579
824	0.2653168048
825	0.2652062773
826	0.265080768
827	0.2650455364
828	0.2649904637
829	0.264956864
830	0.2649513589
831	0.2648810409
832	0.2648357614
833	0.2647947263
834	0.2647051911
835	0.2646584658
836	0.2646277796
837	0.2645626652
838	0.2645123076
839	0.264388359
840	0.2643705611
841	0.2643039322
842	0.2642484594
843	0.2641922441
844	0.2641527476
845	0.2641524269
846	0.2640679107
847	0.264066242
848	0.2640339736
849	0.263934457
850	0.2638671123
851	0.2637996043
852	0.2637167876
853	0.2636632455
854	0.2635465178
855	0.2634933267
856	0.2633839494
857	0.2633328537
858	0.2633151123
859	0.2632057019
860	0.2631421485
861	0.2630346639
862	0.2629899837
863	0.2629497878
864	0.2629410309
865	0.2628663969
866	0.2628024222
867	0.2627956591
868	0.2627055234
869	0.2626193497
870	0.2625900125
871	0.2625330279
872	0.2624802107
873	0.2624621894
874	0.2623935709
875	0.2623202523
876	0.2621988403
877	0.2621751175
878	0.2621209079
879	0.2620842107
880	0.2620398186
881	0.2620321622
882	0.2620191594
883	0.2620122327
884	0.2620115616
885	0.2619320034
886	0.2619198669
887	0.2618872174
888	0.2617664892
889	0.2617245106
890	0.261718666
891	0.2617109315
892	0.2615974853
893	0.2614838505
894	0.2614660285
895	0.2613834694
896	0.2613791694
897	0.2613023891
898	0.2612153902
899	0.2612058206
900	0.2611895005
901	0.2611629579
902	0.2611333651
903	0.2611191032
904	0.261087321
905	0.2610711865
906	0.2610564947
907	0.26103278
908	0.2609097515
909	0.2608430928
910	0.2608265792
911	0.2607769122
912	0.2607700187
913	0.2606174464
914	0.2605558934
915	0.2604861216
916	0.2604422852
917	0.2603885164
918	0.2603523831
919	0.2602606405
920	0.2602329499
921	0.2601736354
922	0.2600962102
923	0.2600764391
924	0.2600762712
925	0.2600104415
926	0.2600031115
927	0.2600030334
928	0.259965056
929	0.2599227233
930	0.259894231
931	0.2598876587
932	0.2598657984
933	0.2598438556
934	0.2598411834
935	0.2597949219
936	0.2597864562
937	0.2597846121
938	0.2597103237
939	0.2596588025
940	0.2596216062
941	0.2595857917
942	0.2595106294
943	0.2594518762
944	0.2593916514
945	0.2593624161
946	0.2593500699
947	0.2592628459
948	0.2591699035
949	0.2591679933
950	0.2591302467
951	0.2591217856
952	0.2589719997
953	0.258900298
954	0.2589001498
955	0.2588279293
956	0.258816671
957	0.258770807
958	0.2587457343
959	0.2587426653
960	0.2586666987
961	0.2586659071
962	0.2586615133
963	0.2586589422
964	0.2586088443
965	0.2585313768
966	0.2585056425
967	0.2584765284
968	0.2584075207
969	0.2583674979
970	0.2583022196
971	0.2582244196
972	0.2581218234
973	0.2579956794
974	0.2579636657
975	0.2579348474
976	0.2579273934
977	0.2578938452
978	0.2578257396
979	0.2578230049
980	0.2577892086
981	0.2577009086
982	0.2576332356
983	0.2576072893
984	0.2575823778
985	0.2575633707
986	0.2575283737
987	0.2575175807
988	0.2574586655
989	0.257388741
990	0.2573561853
991	0.2573225454
992	0.2572980842
993	0.2572170552
994	0.2571518177
995	0.2571435886
996	0.2571385462
997	0.2571347752
998	0.2570871631
999	0.2569864437
1000	0.2569342489
1001	0.256925038
1002	0.2568934669
1003	0.2568291771
1004	0.2568281893
1005	0.2568245151
1006	0.2567644065
1007	0.2567128447
1008	0.2566538515
1009	0.2565566536
1010	0.2565283768
1011	0.2565193354
1012	0.2564979508
1013	0.2564915583
1014	0.2564829392
1015	0.2563481622
1016	0.2562912179
1017	0.2562704812
1018	0.2562147499
1019	0.2561131275
1020	0.2560502789
1021	0.2560091629
1022	0.2559861455
1023	0.2558880786
1024	0.2558248324
1025	0.2558048598
1026	0.25576557
1027	0.2557123391
1028	0.2556383742
1029	0.2555811234
1030	0.2555500625
1031	0.2554573876
1032	0.2553660223
1033	0.2553212287
1034	0.2553138765
1035	0.2552213627
1036	0.2551536971
1037	0.2551003499
1038	0.2550462006
1039	0.2549700138
1040	0.2549262775
1041	0.2548184036
1042	0.2547841626
1043	0.2547834118
1044	0.2547794193
1045	0.2547598261
1046	0.2547523156
1047	0.2547058382
1048	0.2547022575
1049	0.2546455455
1050	0.2545729331
1051	0.2545054427
1052	0.2544473171
1053	0.2544313381
1054	0.2544283953
1055	0.2543889717
1056	0.2543515469
1057	0.2543484602
1058	0.2543084203
1059	0.2542453209
1060	0.2541688151
1061	0.2541460632
1062	0.2541091093
1063	0.2541028377
1064	0.2540407586
1065	0.254024609
1066	0.2539839073
1067	0.2539639099
1068	0.2539601887
1069	0.2539298525
1070	0.2538660047
1071	0.2538578706
1072	0.2538387236
1073	0.2537699535
1074	0.2536869975
1075	0.2536119842
1076	0.2535651191
1077	0.253562398
1078	0.2535570634
1079	0.2535563507
1080	0.2535545056
1081	0.2535150631
1082	0.25348325
1083	0.2534828226
1084	0.2534177141
1085	0.2534154825
1086	0.2534103281
1087	0.2533268281
1088	0.2533247283
1089	0.25331479
1090	0.2532395518
1091	0.253203792
1092	0.2531380433
1093	0.2530880126
1094	0.2530315675
1095	0.2529683189
1096	0.2529114943
1097	0.2529112745
1098	0.2528797292
1099	0.2528108952
1100	0.252808159
1101	0.252725496
1102	0.252721358
1103	0.2526228333
1104	0.2525365934
1105	0.2524669511
1106	0.25245872
1107	0.2524556098
1108	0.2524507203
1109	0.2523267733
1110	0.2522530794
1111	0.2521291749
1112	0.2521288772
1113	0.2521284826
1114	0.2520322967
1115	0.2520208624
1116	0.2519667911
1117	0.251948359
1118	0.2519165316
1119	0.2518620591
1120	0.2518315568
1121	0.2517798671
1122	0.2517502665
1123	0.2517409148
1124	0.2516900723
1125	0.2516895445
1126	0.2516873734
1127	0.2516872794
1128	0.2516490576
1129	0.2516051963
1130	0.2515539946
1131	0.2515463433
1132	0.2515160992
1133	0.2515109927
1134	0.251418708
1135	0.2514186084
1136	0.251403771
1137	0.2513882606
1138	0.2513838383
1139	0.2513751951
1140	0.2513307505
1141	0.251257888
1142	0.2512267446
1143	0.2512090757
1144	0.2511461932
1145	0.2511219404
1146	0.2510821218
1147	0.2510386874
1148	0.250970972
1149	0.2509646504
1150	0.2509205553
1151	0.2509022314
1152	0.2508567741
1153	0.2507651728
1154	0.2507534881
1155	0.250699808
1156	0.2506828792
1157	0.2506166176
1158	0.2506127732
1159	0.2505695611
1160	0.2505051289
1161	0.2504303297
1162	0.2504070607
1163	0.2503591361
1164	0.2503450388
1165	0.2503023462
1166	0.2502226405
1167	0.2501809142
1168	0.250100895
1169	0.2500846288
1170	0.2500221
1171	0.2499474722
1172	0.2499433003
1173	0.2498724162
1174	0.2498297807
1175	0.2497490316
1176	0.249694002
1177	0.2496658746
1178	0.2495728877
1179	0.2495125308
1180	0.2495102201
1181	0.2495101327
1182	0.2494266206
1183	0.2494246199
1184	0.2493976501
1185	0.2493370621
1186	0.249309431
1187	0.2493071653
1188	0.2492802822
1189	0.2492309232
1190	0.2491309912
1191	0.2490724869
1192	0.2490565487
1193	0.2490008355
1194	0.2489222788
1195	0.2488996438
1196	0.2488708427
1197	0.2487926155
1198	0.2487579319
1199	0.2487325842
1200	0.2486691314
1201	0.2486241168
1202	0.2486184517
1203	0.248588524
1204	0.2485853186
1205	0.248519025
1206	0.2484642552
1207	0.2484639108
1208	0.2484106046
1209	0.2483676455
1210	0.2483116903
1211	0.2483092102
1212	0.2482404336
1213	0.2482093459
1214	0.2482046369
1215	0.2481787143
1216	0.2481043853
1217	0.2481002504
1218	0.2480541177
1219	0.2480468845
1220	0.2480241525
1221	0.248014517
1222	0.2479517228
1223	0.2479494335
1224	0.2478723554
1225	0.2478324242
1226	0.2477752074
1227	0.2477594312
1228	0.2477593223
1229	0.247725569
1230	0.2477091274
1231	0.2476750068
1232	0.2476449339
1233	0.247576619
1234	0.2475543133
1235	0.2474919738
1236	0.2474309755
1237	0.2473746192
1238	0.2473213256
1239	0.2472828409
1240	0.2472678594
1241	0.2471653892
1242	0.2471024112
1243	0.2470967102
1244	0.2469887197
1245	0.2469168519
1246	0.2468956843
1247	0.2468547997
1248	0.2468065427
1249	0.2467580628
1250	0.2466868364
1251	0.2466444479
1252	0.2466044868
1253	0.2466036605
1254	0.2465468669
1255	0.2464993337
1256	0.2464410502
1257	0.2464188882
1258	0.2464165518
1259	0.2463577037
1260	0.2463022158
1261	0.2462680848
1262	0.246217791
1263	0.2461531052
1264	0.2461230416
1265	0.2461057646
1266	0.2460689168
1267	0.2459974637
1268	0.245957078
1269	0.2459201611
1270	0.2458898896
1271	0.2458436232
1272	0.2458318897
1273	0.2458217565
1274	0.245785692
1275	0.2457802918
1276	0.2457643341
1277	0.245726394
1278	0.2456790582
1279	0.2456098704
1280	0.2455626761
1281	0.2454935835
1282	0.2454297525
1283	0.2454296861
1284	0.2453850875
1285	0.2453610803
1286	0.245314762
1287	0.2453131774
1288	0.2452520777
1289	0.2452098556
1290	0.2452080311
1291	0.2451741041
1292	0.2451295792
1293	0.2450567855
1294	0.2449749528
1295	0.2449190767
1296	0.2448742759
1297	0.2448328084
1298	0.2448099133
1299	0.2448023241
1300	0.244797087
1301	0.2447719279
1302	0.2447606404
1303	0.2447537357
1304	0.2446880847
1305	0.2446696412
1306	0.244619047
1307	0.244596184
1308	0.2445953252
1309	0.244564293
1310	0.2445367142
1311	0.2445024855
1312	0.244467396
1313	0.2444259712
1314	0.2443763675
1315	0.2443436336
1316	0.2443314747
1317	0.2443211867
1318	0.2442981805
1319	0.2442369297
1320	0.2442036228
1321	0.2441670927
1322	0.244166212
1323	0.2441273478
1324	0.2440666399
1325	0.2440419762
1326	0.2440236919
1327	0.2439563282
1328	0.2439266472
1329	0.2439077027
1330	0.2438320532
1331	0.2437819143
1332	0.2437792135
1333	0.2437592058
1334	0.2437017512
1335	0.2436371467
1336	0.2436342482
1337	0.243620309
1338	0.2435722005
1339	0.2435192291
1340	0.2434905017
1341	0.2434884241
1342	0.243480596
1343	0.243462148
1344	0.2434454592
1345	0.2433910284
1346	0.2433823028
1347	0.2433072905
1348	0.2432792338
1349	0.2432404089
1350	0.2432174204
1351	0.2432168851
1352	0.2431496894
1353	0.2431002102
1354	0.2430802892
1355	0.2430606051
1356	0.2430228838
1357	0.2430091018
1358	0.2429407509
1359	0.2428887206
1360	0.2428389546
1361	0.2427774549
1362	0.2427256979
1363	0.2427025089
1364	0.2426745557
1365	0.2426382497
1366	0.2425585836
1367	0.2424940675
1368	0.2424593257
1369	0.2424015123
1370	0.242350307
1371	0.2422849001
1372	0.242225111
1373	0.24221122
1374	0.2421955011
1375	0.2421726956
1376	0.2421149103
1377	0.2420467264
1378	0.2420453513
1379	0.2419778622
1380	0.2419379596
1381	0.2419085149
1382	0.24185137
1383	0.2418201337
1384	0.2417958838
1385	0.2417659507
1386	0.2417205688
1387	0.2416743032
1388	0.2416096286
1389	0.241583555
1390	0.2415544207
1391	0.2415245333
1392	0.241497973
1393	0.2414062725
1394	0.2413979133
1395	0.2413820403
1396	0.2413625627
1397	0.2413474212
1398	0.2413474006
1399	0.24132307
1400	0.2412819891
1401	0.2412580061
1402	0.2412450942
1403	0.2412412106
1404	0.2411868849
1405	0.2411564691
1406	0.2411159212
1407	0.2410709811
1408	0.2410375101
1409	0.2410313992
1410	0.2409703061
1411	0.2409106809
1412	0.2408443926
1413	0.2407807522
1414	0.2407272126
1415	0.240706627
1416	0.2406836403
1417	0.2406488834
1418	0.2406259978
1419	0.2405924726
1420	0.2405635966
1421	0.240530163
1422	0.2404797626
1423	0.240457101
1424	0.2404175732
1425	0.2403810283
1426	0.2403496459
1427	0.2402854982
1428	0.2402415493
1429	0.240194073
1430	0.2401677672
1431	0.2401389728
1432	0.240098107
1433	0.2400723752
1434	0.2400239694
1435	0.2400108219
1436	0.2400077192
1437	0.2399739071
1438	0.2399466411
1439	0.2399173101
1440	0.2398724842
1441	0.2398623429
1442	0.2398287875
1443	0.2397979967
1444	0.2397519008
1445	0.2397273264
1446	0.2396825287
1447	0.2396658352
1448	0.2396310611
1449	0.2396109017
1450	0.2395801699
1451	0.2395305381
1452	0.2395135168
1453	0.2395081301
1454	0.2394628846
1455	0.2394107737
1456	0.2393240202
1457	0.2393005444
1458	0.2392260099
1459	0.2392030966
1460	0.2391505875
1461	0.2391202617
1462	0.2390821223
1463	0.2390743577
1464	0.2390349294
1465	0.2390216911
1466	0.2389922792
1467	0.2389314953
1468	0.2389006607
1469	0.23886542
1470	0.2388504898
1471	0.2388058846
1472	0.2388050513
1473	0.2387998657
1474	0.2387829894
1475	0.2387314373
1476	0.2386884395
1477	0.2386678929
1478	0.2386184923
1479	0.2385846991
1480	0.2385490108
1481	0.2384998769
1482	0.2384403636
1483	0.2383943834
1484	0.2383664187
1485	0.2382837028
1486	0.2382582899
1487	0.2382276623
1488	0.2382069332
1489	0.2381835723
1490	0.2381296812
1491	0.2380817568
1492	0.2380626849
1493	0.2380317333
1494	0.237962391
1495	0.2379196395
1496	0.2379132272
1497	0.2378637908
1498	0.2378374156
1499	0.2378125933
1500	0.2377776194
1501	0.2377208204
1502	0.2376969874
1503	0.2376410619
1504	0.2376056063
1505	0.2375588669
1506	0.2375149526
1507	0.237513271
1508	0.2374822614
1509	0.2374518002
1510	0.2374481685
1511	0.2373907644
1512	0.2373479509
1513	0.2373334963
1514	0.2373010835
